con1,region,tam_loc,tiene_sistema_tren,sexo,edad,escolaridad,ingreso_familiar,condicion_actividad,tiene_auto,modo_principal,tp_eficiente,tp_rapido,tp_barato,tp_seguro,tp_comodo,contamina_su_modo,contamina_aire
1007,region_2,menos_2500,si,hombre,55-64,secundaria,3-4sm,ocupado,no,activo,ineficiente,lento,caro,inseguro,incomodo,no_contamina,nada
1008,region_2,15mil_99999,si,mujer,25-34,secundaria,no_declaro,no_ocupado,no,colectivo,ineficiente,rapido,caro,seguro,comodo,no_contamina,mucho
1009,region_2,15mil_99999,si,hombre,35-44,universidad,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1010,region_2,15mil_99999,si,hombre,45-54,primaria,mas_6sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1011,region_2,15mil_99999,si,mujer,25-34,secundaria,2-3sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,no_contamina,mucho
1012,region_2,100mil_mas,si,mujer,35-44,preparatoria,1-2sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1013,region_2,100mil_mas,si,mujer,18-24,preparatoria,mas_6sm,no_ocupado,no,camion,ineficiente,rapido,barato,inseguro,incomodo,algo,mucho
1014,region_2,100mil_mas,si,hombre,18-24,preparatoria,no_declaro,no_ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1015,region_2,100mil_mas,si,hombre,18-24,secundaria,no_declaro,no_ocupado,no,particular,ineficiente,lento,caro,seguro,incomodo,poco,poco
1016,region_2,15mil_99999,si,mujer,18-24,preparatoria,3-4sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,poco,mucho
1017,region_2,15mil_99999,si,hombre,45-54,secundaria,3-4sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1018,region_2,15mil_99999,si,hombre,45-54,secundaria,no_declaro,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,poco,mucho
1019,region_2,15mil_99999,si,mujer,35-44,preparatoria,2-3sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,poco,mucho
1020,region_2,15mil_99999,si,hombre,45-54,secundaria,1-2sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
1021,region_2,15mil_99999,si,mujer,25-34,preparatoria,3-4sm,no_ocupado,no,ninguno,ineficiente,lento,caro,seguro,incomodo,algo,algo
1022,region_1,15mil_99999,no,mujer,18-24,preparatoria,mas_6sm,ocupado,no,colectivo,ineficiente,rapido,caro,inseguro,incomodo,poco,poco
1023,region_1,15mil_99999,no,hombre,18-24,preparatoria,3-4sm,no_ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,algo,poco
1024,region_1,15mil_99999,no,hombre,25-34,preparatoria,2-3sm,ocupado,no,colectivo,ineficiente,lento,barato,inseguro,incomodo,algo,algo
1025,region_1,15mil_99999,no,hombre,65+,ninguna,1-2sm,ocupado,no,otros,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1026,region_1,15mil_99999,no,mujer,18-24,preparatoria,3-4sm,no_ocupado,no,colectivo,ineficiente,lento,barato,seguro,incomodo,algo,poco
1027,region_3,100mil_mas,si,mujer,25-34,secundaria,no_declaro,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1028,region_3,100mil_mas,si,hombre,35-44,secundaria,no_declaro,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1029,region_3,100mil_mas,si,mujer,55-64,secundaria,no_declaro,no_ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,algo,mucho
1030,region_3,100mil_mas,si,hombre,45-54,secundaria,no_declaro,ocupado,no,masivo,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1031,region_3,100mil_mas,si,mujer,18-24,secundaria,no_declaro,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1032,region_3,100mil_mas,si,mujer,18-24,preparatoria,no_declaro,ocupado,no,masivo,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1033,region_3,100mil_mas,si,hombre,55-64,ninguna,no_declaro,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1034,region_3,100mil_mas,si,hombre,35-44,secundaria,mas_6sm,ocupado,no,masivo,ineficiente,rapido,caro,inseguro,comodo,no_contamina,algo
1036,region_3,100mil_mas,si,mujer,45-54,preparatoria,mas_6sm,ocupado,no,masivo,ineficiente,rapido,barato,seguro,comodo,no_contamina,algo
1037,region_3,100mil_mas,si,mujer,55-64,primaria,3-4sm,ocupado,no,masivo,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1038,region_3,100mil_mas,si,hombre,45-54,preparatoria,4-5sm,ocupado,no,masivo,ineficiente,rapido,barato,seguro,comodo,no_contamina,algo
1039,region_3,100mil_mas,si,mujer,35-44,secundaria,mas_6sm,ocupado,no,masivo,ineficiente,rapido,barato,seguro,comodo,no_contamina,algo
1040,region_4,15mil_99999,no,hombre,55-64,ninguna,2-3sm,ocupado,no,demanda,ineficiente,lento,barato,inseguro,incomodo,algo,algo
1041,region_4,15mil_99999,no,mujer,35-44,primaria,2-3sm,no_ocupado,no,demanda,ineficiente,lento,barato,inseguro,incomodo,algo,algo
1042,region_1,100mil_mas,no,mujer,35-44,secundaria,4-5sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1043,region_1,100mil_mas,no,hombre,18-24,preparatoria,5-6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1044,region_1,100mil_mas,no,mujer,25-34,secundaria,mas_6sm,ocupado,no,camion,ineficiente,rapido,barato,inseguro,incomodo,algo,algo
1045,region_1,100mil_mas,no,mujer,35-44,secundaria,mas_6sm,no_ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1046,region_1,2500_14999,no,hombre,35-44,primaria,1-2sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1047,region_1,2500_14999,no,hombre,25-34,secundaria,1-2sm,ocupado,no,colectivo,ineficiente,lento,caro,seguro,incomodo,mucho,algo
1048,region_1,2500_14999,no,hombre,18-24,secundaria,1-2sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1049,region_1,2500_14999,no,hombre,18-24,preparatoria,2-3sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1050,region_1,100mil_mas,no,hombre,25-34,preparatoria,3-4sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1051,region_1,100mil_mas,no,mujer,18-24,preparatoria,5-6sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1052,region_1,100mil_mas,no,mujer,25-34,secundaria,2-3sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1053,region_1,100mil_mas,no,mujer,18-24,secundaria,1-2sm,no_ocupado,no,colectivo,ineficiente,rapido,caro,seguro,incomodo,algo,poco
1054,region_1,100mil_mas,no,hombre,45-54,secundaria,3-4sm,ocupado,no,colectivo,ineficiente,lento,barato,inseguro,incomodo,poco,algo
1055,region_4,100mil_mas,no,hombre,18-24,secundaria,4-5sm,no_ocupado,no,ninguno,ineficiente,lento,barato,seguro,incomodo,mucho,mucho
1056,region_4,100mil_mas,no,hombre,25-34,preparatoria,mas_6sm,ocupado,no,demanda,ineficiente,rapido,barato,inseguro,incomodo,algo,poco
1057,region_4,100mil_mas,no,mujer,25-34,preparatoria,mas_6sm,ocupado,no,ninguno,ineficiente,lento,barato,inseguro,incomodo,mucho,poco
1058,region_1,menos_2500,no,hombre,25-34,secundaria,1-2sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,poco
1059,region_1,menos_2500,no,hombre,18-24,secundaria,mas_6sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1060,region_1,menos_2500,no,hombre,65+,primaria,no_declaro,no_ocupado,no,otros,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1061,region_1,menos_2500,no,hombre,65+,ninguna,1-2sm,ocupado,no,otros,ineficiente,rapido,caro,seguro,comodo,poco,nada
1062,region_1,menos_2500,no,hombre,18-24,primaria,no_declaro,ocupado,no,colectivo,ineficiente,rapido,caro,inseguro,comodo,poco,poco
1063,region_3,100mil_mas,no,hombre,35-44,secundaria,2-3sm,ocupado,no,otros,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1064,region_3,100mil_mas,no,hombre,25-34,secundaria,4-5sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1065,region_3,menos_2500,no,hombre,45-54,preparatoria,menos_1sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1066,region_3,2500_14999,no,hombre,45-54,preparatoria,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1067,region_3,2500_14999,no,hombre,25-34,universidad,5-6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,poco
1068,region_3,2500_14999,no,hombre,18-24,primaria,3-4sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1069,region_3,2500_14999,no,mujer,25-34,preparatoria,no_declaro,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1070,region_3,15mil_99999,no,hombre,18-24,secundaria,no_declaro,no_ocupado,no,camion,ineficiente,lento,caro,seguro,comodo,algo,algo
1071,region_3,15mil_99999,no,mujer,45-54,secundaria,2-3sm,ocupado,no,camion,ineficiente,lento,barato,inseguro,incomodo,algo,poco
1072,region_3,15mil_99999,no,hombre,45-54,primaria,mas_6sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1073,region_3,15mil_99999,no,mujer,25-34,preparatoria,5-6sm,ocupado,no,particular,ineficiente,lento,barato,seguro,incomodo,poco,poco
1074,region_3,15mil_99999,no,mujer,25-34,ninguna,mas_6sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1075,region_3,100mil_mas,no,hombre,18-24,preparatoria,no_declaro,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1077,region_3,15mil_99999,no,hombre,45-54,secundaria,4-5sm,ocupado,no,otros,ineficiente,rapido,barato,inseguro,incomodo,algo,poco
1078,region_3,15mil_99999,no,mujer,18-24,secundaria,3-4sm,ocupado,no,otros,ineficiente,lento,caro,inseguro,incomodo,mucho,poco
1079,region_3,15mil_99999,no,mujer,35-44,preparatoria,mas_6sm,ocupado,no,particular,ineficiente,lento,barato,inseguro,incomodo,poco,nada
1080,region_3,15mil_99999,no,hombre,18-24,preparatoria,mas_6sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,poco
1081,region_3,15mil_99999,no,hombre,25-34,secundaria,mas_6sm,ocupado,no,camion,ineficiente,rapido,caro,inseguro,comodo,poco,poco
1082,region_4,2500_14999,no,mujer,45-54,preparatoria,4-5sm,no_ocupado,no,camion,ineficiente,lento,barato,seguro,incomodo,algo,poco
1083,region_4,2500_14999,no,hombre,18-24,universidad,4-5sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1084,region_4,2500_14999,no,mujer,35-44,secundaria,1-2sm,no_ocupado,no,demanda,ineficiente,lento,barato,inseguro,incomodo,poco,poco
1085,region_4,2500_14999,no,hombre,35-44,secundaria,2-3sm,ocupado,no,demanda,ineficiente,lento,barato,inseguro,incomodo,mucho,algo
1086,region_4,2500_14999,no,hombre,25-34,preparatoria,3-4sm,ocupado,no,demanda,ineficiente,lento,barato,inseguro,incomodo,poco,algo
1087,region_3,2500_14999,no,mujer,18-24,secundaria,5-6sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1088,region_3,2500_14999,no,hombre,18-24,secundaria,3-4sm,no_ocupado,no,demanda,ineficiente,lento,caro,inseguro,comodo,algo,poco
1091,region_4,15mil_99999,no,mujer,35-44,preparatoria,2-3sm,ocupado,no,camion,ineficiente,lento,caro,seguro,incomodo,algo,algo
1092,region_1,100mil_mas,no,mujer,45-54,primaria,mas_6sm,no_ocupado,no,demanda,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1093,region_1,100mil_mas,no,hombre,18-24,primaria,3-4sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1094,region_3,100mil_mas,no,hombre,25-34,secundaria,no_declaro,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,comodo,algo,algo
1095,region_2,100mil_mas,si,mujer,65+,ninguna,4-5sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
1096,region_2,100mil_mas,si,hombre,25-34,secundaria,3-4sm,ocupado,no,activo,ineficiente,rapido,barato,seguro,comodo,poco,poco
1097,region_2,100mil_mas,si,mujer,25-34,secundaria,3-4sm,no_ocupado,no,masivo,ineficiente,rapido,barato,inseguro,incomodo,algo,mucho
1098,region_2,100mil_mas,si,hombre,18-24,secundaria,3-4sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1100,region_2,100mil_mas,si,mujer,18-24,secundaria,4-5sm,ocupado,no,ninguno,ineficiente,rapido,barato,inseguro,comodo,algo,mucho
1101,region_3,100mil_mas,no,mujer,35-44,secundaria,3-4sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1102,region_3,100mil_mas,no,hombre,35-44,secundaria,2-3sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1103,region_3,100mil_mas,no,mujer,55-64,ninguna,no_declaro,no_ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,algo,poco
1104,region_4,15mil_99999,no,hombre,25-34,ninguna,3-4sm,ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,mucho,algo
1106,region_1,menos_2500,no,hombre,25-34,secundaria,no_declaro,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1107,region_1,menos_2500,no,hombre,25-34,preparatoria,2-3sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1108,region_1,15mil_99999,si,mujer,35-44,secundaria,2-3sm,ocupado,no,demanda,ineficiente,lento,caro,seguro,comodo,no_contamina,nada
1109,region_1,15mil_99999,si,mujer,35-44,primaria,2-3sm,no_ocupado,no,ninguno,ineficiente,rapido,caro,inseguro,incomodo,no_contamina,nada
1110,region_1,15mil_99999,si,mujer,25-34,secundaria,1-2sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1111,region_1,15mil_99999,si,mujer,55-64,primaria,1-2sm,no_ocupado,no,camion,ineficiente,lento,caro,seguro,incomodo,poco,nada
1112,region_1,100mil_mas,si,mujer,55-64,ninguna,no_declaro,no_ocupado,no,ninguno,ineficiente,rapido,caro,inseguro,comodo,mucho,algo
1114,region_1,100mil_mas,si,hombre,65+,universidad,menos_1sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1115,region_1,100mil_mas,si,mujer,25-34,primaria,2-3sm,no_ocupado,no,ninguno,ineficiente,lento,barato,inseguro,incomodo,no_contamina,algo
1116,region_2,100mil_mas,si,hombre,65+,preparatoria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,barato,inseguro,incomodo,poco,poco
1117,region_2,100mil_mas,si,hombre,65+,primaria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1118,region_2,2500_14999,si,hombre,65+,ninguna,no_declaro,no_ocupado,no,colectivo,ineficiente,lento,barato,seguro,incomodo,mucho,poco
1119,region_2,2500_14999,si,mujer,25-34,primaria,1-2sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1120,region_2,2500_14999,si,hombre,45-54,ninguna,no_declaro,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1121,region_2,100mil_mas,si,mujer,65+,ninguna,no_declaro,no_ocupado,no,ninguno,ineficiente,rapido,caro,inseguro,incomodo,algo,algo
1122,region_2,100mil_mas,si,mujer,45-54,primaria,2-3sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1123,region_2,menos_2500,si,mujer,45-54,secundaria,1-2sm,no_ocupado,no,activo,ineficiente,lento,caro,seguro,incomodo,no_contamina,algo
1124,region_2,menos_2500,si,mujer,18-24,primaria,4-5sm,ocupado,no,activo,ineficiente,lento,barato,seguro,incomodo,algo,nada
1125,region_2,15mil_99999,si,hombre,65+,preparatoria,no_declaro,no_ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1126,region_2,15mil_99999,si,mujer,55-64,ninguna,2-3sm,no_ocupado,no,masivo,ineficiente,rapido,caro,inseguro,incomodo,algo,algo
1127,region_2,15mil_99999,si,hombre,45-54,preparatoria,4-5sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,no_contamina,mucho
1128,region_2,15mil_99999,si,mujer,55-64,preparatoria,mas_6sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1129,region_2,15mil_99999,si,mujer,35-44,secundaria,no_declaro,ocupado,no,ninguno,ineficiente,rapido,caro,inseguro,incomodo,poco,mucho
1130,region_2,15mil_99999,si,hombre,35-44,secundaria,2-3sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
1131,region_2,15mil_99999,si,hombre,35-44,secundaria,3-4sm,ocupado,no,particular,ineficiente,rapido,caro,inseguro,incomodo,mucho,poco
1132,region_2,15mil_99999,si,mujer,65+,ninguna,no_declaro,ocupado,no,demanda,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1133,region_2,100mil_mas,si,hombre,65+,preparatoria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1134,region_2,100mil_mas,si,hombre,18-24,preparatoria,3-4sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,comodo,mucho,mucho
1135,region_2,100mil_mas,si,hombre,25-34,secundaria,2-3sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1136,region_2,100mil_mas,si,hombre,25-34,preparatoria,no_declaro,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1137,region_2,100mil_mas,si,hombre,25-34,secundaria,3-4sm,no_ocupado,no,masivo,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1138,region_2,100mil_mas,si,mujer,55-64,primaria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1139,region_2,100mil_mas,si,mujer,35-44,preparatoria,3-4sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,comodo,mucho,mucho
1140,region_2,100mil_mas,si,mujer,55-64,primaria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
1141,region_2,15mil_99999,si,mujer,35-44,preparatoria,mas_6sm,no_ocupado,no,particular,ineficiente,rapido,barato,seguro,incomodo,no_contamina,algo
1142,region_2,15mil_99999,si,hombre,45-54,secundaria,no_declaro,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1143,region_1,15mil_99999,no,hombre,55-64,ninguna,no_declaro,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1144,region_1,15mil_99999,no,hombre,25-34,universidad,5-6sm,ocupado,no,demanda,ineficiente,lento,barato,seguro,incomodo,poco,nada
1145,region_3,100mil_mas,si,hombre,25-34,universidad,no_declaro,ocupado,no,ninguno,ineficiente,rapido,caro,inseguro,incomodo,algo,algo
1146,region_3,100mil_mas,si,mujer,18-24,secundaria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1147,region_3,100mil_mas,si,hombre,25-34,secundaria,no_declaro,ocupado,no,demanda,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1154,region_3,100mil_mas,si,mujer,45-54,secundaria,2-3sm,no_ocupado,no,demanda,ineficiente,rapido,caro,inseguro,comodo,poco,algo
1155,region_4,menos_2500,no,mujer,35-44,secundaria,no_declaro,no_ocupado,no,colectivo,ineficiente,lento,barato,inseguro,incomodo,algo,nada
1156,region_4,menos_2500,no,mujer,55-64,ninguna,no_declaro,no_ocupado,no,activo,ineficiente,lento,caro,inseguro,incomodo,no_contamina,nada
1158,region_1,100mil_mas,no,hombre,45-54,secundaria,2-3sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
1159,region_1,100mil_mas,no,hombre,35-44,ninguna,2-3sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
1160,region_1,100mil_mas,no,mujer,18-24,preparatoria,4-5sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1161,region_1,100mil_mas,no,hombre,35-44,secundaria,4-5sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1162,region_1,100mil_mas,no,hombre,55-64,secundaria,2-3sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1163,region_1,100mil_mas,no,mujer,25-34,ninguna,2-3sm,no_ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1164,region_4,100mil_mas,no,hombre,65+,primaria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,barato,seguro,incomodo,mucho,algo
1165,region_4,100mil_mas,no,hombre,35-44,preparatoria,4-5sm,ocupado,no,ninguno,ineficiente,rapido,barato,seguro,incomodo,algo,poco
1166,region_4,100mil_mas,no,mujer,55-64,ninguna,1-2sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1167,region_3,100mil_mas,no,mujer,25-34,ninguna,3-4sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1168,region_3,100mil_mas,no,mujer,35-44,secundaria,2-3sm,no_ocupado,no,camion,ineficiente,lento,barato,seguro,comodo,poco,algo
1169,region_3,100mil_mas,no,mujer,25-34,preparatoria,4-5sm,no_ocupado,no,ninguno,ineficiente,lento,caro,seguro,comodo,algo,algo
1170,region_3,100mil_mas,no,hombre,25-34,preparatoria,3-4sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1171,region_3,menos_2500,no,mujer,55-64,ninguna,2-3sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,poco
1174,region_3,100mil_mas,no,hombre,25-34,preparatoria,4-5sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1175,region_3,100mil_mas,no,mujer,35-44,secundaria,1-2sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1176,region_3,100mil_mas,no,hombre,25-34,secundaria,2-3sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
1177,region_3,100mil_mas,no,mujer,25-34,primaria,3-4sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,no_contamina,nada
1178,region_3,100mil_mas,no,mujer,55-64,primaria,2-3sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
1179,region_3,100mil_mas,no,mujer,35-44,secundaria,mas_6sm,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
1180,region_3,100mil_mas,no,hombre,35-44,primaria,3-4sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1181,region_3,100mil_mas,no,hombre,25-34,secundaria,2-3sm,ocupado,no,ninguno,ineficiente,lento,barato,inseguro,incomodo,no_contamina,algo
1182,region_3,15mil_99999,no,mujer,35-44,secundaria,5-6sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,no_contamina,algo
1183,region_3,15mil_99999,no,mujer,45-54,primaria,1-2sm,ocupado,no,ninguno,ineficiente,rapido,barato,seguro,incomodo,no_contamina,poco
1184,region_3,100mil_mas,no,mujer,65+,ninguna,mas_6sm,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
1185,region_3,100mil_mas,no,hombre,65+,primaria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,poco,mucho
1186,region_3,menos_2500,no,hombre,65+,primaria,no_declaro,no_ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,no_contamina,nada
1187,region_3,15mil_99999,no,mujer,35-44,primaria,no_declaro,no_ocupado,no,otros,ineficiente,lento,caro,inseguro,comodo,algo,algo
1190,region_4,2500_14999,no,hombre,25-34,secundaria,no_declaro,no_ocupado,no,demanda,ineficiente,lento,barato,inseguro,incomodo,algo,poco
1192,region_3,2500_14999,no,mujer,35-44,secundaria,1-2sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,poco
1193,region_3,2500_14999,no,mujer,25-34,preparatoria,1-2sm,no_ocupado,no,camion,ineficiente,lento,barato,seguro,incomodo,no_contamina,poco
1198,region_1,100mil_mas,no,mujer,35-44,secundaria,mas_6sm,no_ocupado,no,particular,ineficiente,rapido,caro,inseguro,incomodo,algo,poco
1199,region_4,menos_2500,no,mujer,25-34,ninguna,3-4sm,no_ocupado,no,ninguno,ineficiente,rapido,caro,seguro,incomodo,algo,poco
1200,region_3,100mil_mas,si,hombre,45-54,secundaria,mas_6sm,ocupado,no,masivo,ineficiente,rapido,barato,seguro,comodo,no_contamina,algo
